topic,action,path,reason
LN Gallagher 1983 Portugal A Twentieth Century,create_planned,/home/dan/wealtheow/Topic Notes/LN Gallagher 1983 Portugal A Twentieth Century.md,missing topic note
"LN Galtung 1969 Violence, Peace, and Peace Research",create_planned,"/home/dan/wealtheow/Topic Notes/LN Galtung 1969 Violence, Peace, and Peace Research.md",missing topic note
LN Ganz 2009 Why David Sometimes Wins,create_planned,/home/dan/wealtheow/Topic Notes/LN Ganz 2009 Why David Sometimes Wins.md,missing topic note
LN Gavrilets et al 2008 Dynamics Of Alliance,create_planned,/home/dan/wealtheow/Topic Notes/LN Gavrilets et al 2008 Dynamics Of Alliance.md,missing topic note
"LN Gillespie 2018 I, Tonya",create_planned,"/home/dan/wealtheow/Topic Notes/LN Gillespie 2018 I, Tonya.md",missing topic note
LN Giridharadas 2025 How The Elite Behave,create_planned,/home/dan/wealtheow/Topic Notes/LN Giridharadas 2025 How The Elite Behave.md,missing topic note
LN Globe et al 2025 How To Win,create_planned,/home/dan/wealtheow/Topic Notes/LN Globe et al 2025 How To Win.md,missing topic note
LN gluck1992wild,create_planned,/home/dan/wealtheow/Topic Notes/LN gluck1992wild.md,missing topic note
LN Greenfield 2022 Hanged in medicine,create_planned,/home/dan/wealtheow/Topic Notes/LN Greenfield 2022 Hanged in medicine.md,missing topic note
LN Habila 2010 Oil on water,create_planned,/home/dan/wealtheow/Topic Notes/LN Habila 2010 Oil on water.md,missing topic note
LN Haslam & Dakin et al. 2020 Harm inflation,create_planned,/home/dan/wealtheow/Topic Notes/LN Haslam & Dakin et al. 2020 Harm inflation.md,missing topic note
LN hass1973field,create_planned,/home/dan/wealtheow/Topic Notes/LN hass1973field.md,missing topic note
LN hayes2018sonnets,create_planned,/home/dan/wealtheow/Topic Notes/LN hayes2018sonnets.md,missing topic note
LN Henderson Thorstein veblens theory,create_planned,/home/dan/wealtheow/Topic Notes/LN Henderson Thorstein veblens theory.md,missing topic note
LN HERI 2017 Faculty Political Self Identification,create_planned,/home/dan/wealtheow/Topic Notes/LN HERI 2017 Faculty Political Self Identification.md,missing topic note
LN History 2018 Working Class History,create_planned,/home/dan/wealtheow/Topic Notes/LN History 2018 Working Class History.md,missing topic note
LN Hohenegger et al 2025 Developing A Platform,create_planned,/home/dan/wealtheow/Topic Notes/LN Hohenegger et al 2025 Developing A Platform.md,missing topic note
LN Holiday 2025 Naval Lecture,create_planned,/home/dan/wealtheow/Topic Notes/LN Holiday 2025 Naval Lecture.md,missing topic note
LN Horowitch 2024 Skull and bones,create_planned,/home/dan/wealtheow/Topic Notes/LN Horowitch 2024 Skull and bones.md,missing topic note
LN Horowitch [[LN Horowitch 2024 Skull and bones,create_planned,/home/dan/wealtheow/Topic Notes/LN Horowitch [[LN Horowitch 2024 Skull and bones.md,missing topic note
LN Hrdy 2009 Mothers and Others,create_planned,/home/dan/wealtheow/Topic Notes/LN Hrdy 2009 Mothers and Others.md,missing topic note
LN Hrdy 2009 Mothers and others 1,create_planned,/home/dan/wealtheow/Topic Notes/LN Hrdy 2009 Mothers and others 1.md,missing topic note
LN HRW 2023 Gaza Conflict Report,create_planned,/home/dan/wealtheow/Topic Notes/LN HRW 2023 Gaza Conflict Report.md,missing topic note
LN Hulchanski 2009 Homelessness in canada,create_planned,/home/dan/wealtheow/Topic Notes/LN Hulchanski 2009 Homelessness in canada.md,missing topic note
LN Hulchanski 2010 The invention of,create_planned,/home/dan/wealtheow/Topic Notes/LN Hulchanski 2010 The invention of.md,missing topic note
LN Independent 2022 The Hyperpoliticization Of Higher,create_planned,/home/dan/wealtheow/Topic Notes/LN Independent 2022 The Hyperpoliticization Of Higher.md,missing topic note
LN Irfan et al 2025 Leveraging LLMs For NER,create_planned,/home/dan/wealtheow/Topic Notes/LN Irfan et al 2025 Leveraging LLMs For NER.md,missing topic note
LN Jacobellis v. Ohio 1964,create_planned,/home/dan/wealtheow/Topic Notes/LN Jacobellis v. Ohio 1964.md,missing topic note
LN Jones 1982 Slumber Party Massacre,create_planned,/home/dan/wealtheow/Topic Notes/LN Jones 1982 Slumber Party Massacre.md,missing topic note
LN Jones 2025 A Cruel Love The,create_planned,/home/dan/wealtheow/Topic Notes/LN Jones 2025 A Cruel Love The.md,missing topic note
LN Jänicke et al 2025 Visualization Based Storytelling,create_planned,/home/dan/wealtheow/Topic Notes/LN Jänicke et al 2025 Visualization Based Storytelling.md,missing topic note
LN kaminsky2019deaf,create_planned,/home/dan/wealtheow/Topic Notes/LN kaminsky2019deaf.md,missing topic note
LN Kaplan 2024 The oldest animal ever found could reveal whether a crucial ocean current will collapse,create_planned,/home/dan/wealtheow/Topic Notes/LN Kaplan 2024 The oldest animal ever found could reveal whether a crucial ocean current will collapse.md,missing topic note
LN Karma 2024 The walmart effect,create_planned,/home/dan/wealtheow/Topic Notes/LN Karma 2024 The walmart effect.md,missing topic note
"LN Kelly, Cathal 2025 Pro athletes are victims of circumstance as much as targets for thieves",create_planned,"/home/dan/wealtheow/Topic Notes/LN Kelly, Cathal 2025 Pro athletes are victims of circumstance as much as targets for thieves.md",missing topic note
LN kenyon1996otherwise,create_planned,/home/dan/wealtheow/Topic Notes/LN kenyon1996otherwise.md,missing topic note
LN Kerr 1995 The uses of the university,create_planned,/home/dan/wealtheow/Topic Notes/LN Kerr 1995 The uses of the university.md,missing topic note
LN Khalid et al 2025 Choose Your Poison,create_planned,/home/dan/wealtheow/Topic Notes/LN Khalid et al 2025 Choose Your Poison.md,missing topic note
LN kinnell2017collected,create_planned,/home/dan/wealtheow/Topic Notes/LN kinnell2017collected.md,missing topic note
LN Kirby 2022 Empires of ideas creating the modern university from Germany to America to China,create_planned,/home/dan/wealtheow/Topic Notes/LN Kirby 2022 Empires of ideas creating the modern university from Germany to America to China.md,missing topic note
LN Klein 2025,create_planned,/home/dan/wealtheow/Topic Notes/LN Klein 2025.md,missing topic note
LN Komlosy 2018 Work The Last 1,create_planned,/home/dan/wealtheow/Topic Notes/LN Komlosy 2018 Work The Last 1.md,missing topic note
LN Konner 2019 A Bold New,create_planned,/home/dan/wealtheow/Topic Notes/LN Konner 2019 A Bold New.md,missing topic note
LN Kotsioris et al 2025 Many Lives Nakagin,create_planned,/home/dan/wealtheow/Topic Notes/LN Kotsioris et al 2025 Many Lives Nakagin.md,missing topic note
LN Kramer et al 2022 Female Cooperation Evolutionary,create_planned,/home/dan/wealtheow/Topic Notes/LN Kramer et al 2022 Female Cooperation Evolutionary.md,missing topic note
LN Kurokawa 1970 Capsule Declaration,create_planned,/home/dan/wealtheow/Topic Notes/LN Kurokawa 1970 Capsule Declaration.md,missing topic note
LN Kurokawa 1970 Capsule Installation Osaka,create_planned,/home/dan/wealtheow/Topic Notes/LN Kurokawa 1970 Capsule Installation Osaka.md,missing topic note
LN Lederer and Burdick 1999 The ugly american,create_planned,/home/dan/wealtheow/Topic Notes/LN Lederer and Burdick 1999 The ugly american.md,missing topic note
"LN LeTourneau, Mark S. 2000 English grammar",create_planned,"/home/dan/wealtheow/Topic Notes/LN LeTourneau, Mark S. 2000 English grammar.md",missing topic note
LN levine1991what,create_planned,/home/dan/wealtheow/Topic Notes/LN levine1991what.md,missing topic note
LN Lewis 1964 The Discarded Image An,create_planned,/home/dan/wealtheow/Topic Notes/LN Lewis 1964 The Discarded Image An.md,missing topic note
LN limon2018carrying,create_planned,/home/dan/wealtheow/Topic Notes/LN limon2018carrying.md,missing topic note
LN Literature Notes/LN Hrdy 2009 Mothers and Others,skip_invalid,,contains '/' which would create subpaths
LN Literature Notes/LN Slingerland 2021 Drunk,skip_invalid,,contains '/' which would create subpaths
LN Loewen Walker 2025 Breaking The Ice Confronting,create_planned,/home/dan/wealtheow/Topic Notes/LN Loewen Walker 2025 Breaking The Ice Confronting.md,missing topic note
LN Ma et al. 2018 Sex- and Context-,create_planned,/home/dan/wealtheow/Topic Notes/LN Ma et al. 2018 Sex- and Context-.md,missing topic note
LN Macintyre 2024 The siege,create_planned,/home/dan/wealtheow/Topic Notes/LN Macintyre 2024 The siege.md,missing topic note
LN Mackinnon 2025 The Truth About Detransitioning,create_planned,/home/dan/wealtheow/Topic Notes/LN Mackinnon 2025 The Truth About Detransitioning.md,missing topic note
LN Marchese 2025 Robert Reich Thinks The,create_planned,/home/dan/wealtheow/Topic Notes/LN Marchese 2025 Robert Reich Thinks The.md,missing topic note
LN Marino et al 2025 CodeFlow,create_planned,/home/dan/wealtheow/Topic Notes/LN Marino et al 2025 CodeFlow.md,missing topic note
LN Mark Bourrie 2025 Ripper The making of pierre poilievre,create_planned,/home/dan/wealtheow/Topic Notes/LN Mark Bourrie 2025 Ripper The making of pierre poilievre.md,missing topic note
LN Mcalevey 2016 No Shortcuts Organizing For,create_planned,/home/dan/wealtheow/Topic Notes/LN Mcalevey 2016 No Shortcuts Organizing For.md,missing topic note
LN McKay 2018 Vice,create_planned,/home/dan/wealtheow/Topic Notes/LN McKay 2018 Vice.md,missing topic note
LN McWhorter 2017 Talking Back Talking Black,create_planned,/home/dan/wealtheow/Topic Notes/LN McWhorter 2017 Talking Back Talking Black.md,missing topic note
LN Meinecke et al 2025 Exploring The Great,create_planned,/home/dan/wealtheow/Topic Notes/LN Meinecke et al 2025 Exploring The Great.md,missing topic note
LN merwin2005migration,create_planned,/home/dan/wealtheow/Topic Notes/LN merwin2005migration.md,missing topic note
LN Michielin 2025 Mind The Gap,create_planned,/home/dan/wealtheow/Topic Notes/LN Michielin 2025 Mind The Gap.md,missing topic note
LN Monbiot 2025 Right-wing populists will,create_planned,/home/dan/wealtheow/Topic Notes/LN Monbiot 2025 Right-wing populists will.md,missing topic note
LN Moore et al 2017 Excellence R Us University,create_planned,/home/dan/wealtheow/Topic Notes/LN Moore et al 2017 Excellence R Us University.md,missing topic note
LN Morgan 2002 Language Discourse and Power,create_planned,/home/dan/wealtheow/Topic Notes/LN Morgan 2002 Language Discourse and Power.md,missing topic note
LN Moshfegh 2018 My year of rest and relaxation,create_planned,/home/dan/wealtheow/Topic Notes/LN Moshfegh 2018 My year of rest and relaxation.md,missing topic note
LN Mount 2025 Second Mover Advantage The,create_planned,/home/dan/wealtheow/Topic Notes/LN Mount 2025 Second Mover Advantage The.md,missing topic note
LN Nafde 2020 Replicating The Mechanical Print,create_planned,/home/dan/wealtheow/Topic Notes/LN Nafde 2020 Replicating The Mechanical Print.md,missing topic note
LN Nasa 1982 Spinoff 1982,create_planned,/home/dan/wealtheow/Topic Notes/LN Nasa 1982 Spinoff 1982.md,missing topic note
LN O'Reilley 1993 The peaceable classroom,create_planned,/home/dan/wealtheow/Topic Notes/LN O'Reilley 1993 The peaceable classroom.md,missing topic note
LN O'Shaughnessy 2009 Selling Hitler Propaganda And,create_planned,/home/dan/wealtheow/Topic Notes/LN O'Shaughnessy 2009 Selling Hitler Propaganda And.md,missing topic note
LN O'Shaughnessy 2016 Selling Hitler Propaganda The,create_planned,/home/dan/wealtheow/Topic Notes/LN O'Shaughnessy 2016 Selling Hitler Propaganda The.md,missing topic note
LN OCHA 2023 Humanitarian Reports,create_planned,/home/dan/wealtheow/Topic Notes/LN OCHA 2023 Humanitarian Reports.md,missing topic note
LN Ogawa et al 2025 Experiments And Preliminary,create_planned,/home/dan/wealtheow/Topic Notes/LN Ogawa et al 2025 Experiments And Preliminary.md,missing topic note
LN Osmond et al 2002 Pomponius Laetus Editor Of,create_planned,/home/dan/wealtheow/Topic Notes/LN Osmond et al 2002 Pomponius Laetus Editor Of.md,missing topic note
LN Osmond et al 2005 The Valla Commentary On,create_planned,/home/dan/wealtheow/Topic Notes/LN Osmond et al 2005 The Valla Commentary On.md,missing topic note
LN Popper 2011 The open society,create_planned,/home/dan/wealtheow/Topic Notes/LN Popper 2011 The open society.md,missing topic note
LN Ramark et al 2025 Augmenting A Maquette,create_planned,/home/dan/wealtheow/Topic Notes/LN Ramark et al 2025 Augmenting A Maquette.md,missing topic note
LN rankine2014citizen,create_planned,/home/dan/wealtheow/Topic Notes/LN rankine2014citizen.md,missing topic note
LN Rapacz and SmywinskiPohl 2025 Automating Interlinear Translation,create_planned,/home/dan/wealtheow/Topic Notes/LN Rapacz and SmywinskiPohl 2025 Automating Interlinear Translation.md,missing topic note
LN Readings 1999 The university in,create_planned,/home/dan/wealtheow/Topic Notes/LN Readings 1999 The university in.md,missing topic note
LN Richardson and Butterworth 2025 Flow Filter,create_planned,/home/dan/wealtheow/Topic Notes/LN Richardson and Butterworth 2025 Flow Filter.md,missing topic note
LN Robbins 1993 Secular vocations intellectuals,create_planned,/home/dan/wealtheow/Topic Notes/LN Robbins 1993 Secular vocations intellectuals.md,missing topic note
LN Rosenfeld 2023 The lies of,create_planned,/home/dan/wealtheow/Topic Notes/LN Rosenfeld 2023 The lies of.md,missing topic note
LN Salinger 1964 Franny And Zooey,create_planned,/home/dan/wealtheow/Topic Notes/LN Salinger 1964 Franny And Zooey.md,missing topic note
LN Schreibman et al 2025 Mastering Ideas Not,create_planned,/home/dan/wealtheow/Topic Notes/LN Schreibman et al 2025 Mastering Ideas Not.md,missing topic note
LN Schreibman et al 2025 Mastering Ideas Not Keystrokes,create_planned,/home/dan/wealtheow/Topic Notes/LN Schreibman et al 2025 Mastering Ideas Not Keystrokes.md,missing topic note
LN Sciumbata and Tringali 2025 Bridging Accessibility,create_planned,/home/dan/wealtheow/Topic Notes/LN Sciumbata and Tringali 2025 Bridging Accessibility.md,missing topic note
LN Sciumbata et al 2025 Bridging Accessibility And,create_planned,/home/dan/wealtheow/Topic Notes/LN Sciumbata et al 2025 Bridging Accessibility And.md,missing topic note
LN Seneca 2021 Dialogues,create_planned,/home/dan/wealtheow/Topic Notes/LN Seneca 2021 Dialogues.md,missing topic note
LN Seneca XXXX De Otio,create_planned,/home/dan/wealtheow/Topic Notes/LN Seneca XXXX De Otio.md,missing topic note
"LN Sharpe 1987 Rochdale, the runaway",create_planned,"/home/dan/wealtheow/Topic Notes/LN Sharpe 1987 Rochdale, the runaway.md",missing topic note
LN Shin 2022 New Study Finds 80,create_planned,/home/dan/wealtheow/Topic Notes/LN Shin 2022 New Study Finds 80.md,missing topic note
LN Small 2025 Can These Six (Art Market),create_planned,/home/dan/wealtheow/Topic Notes/LN Small 2025 Can These Six (Art Market).md,missing topic note
LN Smitherman 1977 Talkin and Testifyin,create_planned,/home/dan/wealtheow/Topic Notes/LN Smitherman 1977 Talkin and Testifyin.md,missing topic note
LN Sorrentino 2008 Il Divo,create_planned,/home/dan/wealtheow/Topic Notes/LN Sorrentino 2008 Il Divo.md,missing topic note
LN Spencer 2025 A History Of,create_planned,/home/dan/wealtheow/Topic Notes/LN Spencer 2025 A History Of.md,missing topic note
LN Standing Committee on Science and Research 2024 Pay gaps among faculty,create_planned,/home/dan/wealtheow/Topic Notes/LN Standing Committee on Science and Research 2024 Pay gaps among faculty.md,missing topic note
LN stevens1954collected,create_planned,/home/dan/wealtheow/Topic Notes/LN stevens1954collected.md,missing topic note
LN Sullivan 2025 How The Gay,create_planned,/home/dan/wealtheow/Topic Notes/LN Sullivan 2025 How The Gay.md,missing topic note
LN Swallow 2003 Genetics Of Lactase,create_planned,/home/dan/wealtheow/Topic Notes/LN Swallow 2003 Genetics Of Lactase.md,missing topic note
LN Thier Could Gen Z,create_planned,/home/dan/wealtheow/Topic Notes/LN Thier Could Gen Z.md,missing topic note
LN Thompson 1998 Fear and loathing in,create_planned,/home/dan/wealtheow/Topic Notes/LN Thompson 1998 Fear and loathing in.md,missing topic note
LN Ulm 2025 Examining Digital Humanities,create_planned,/home/dan/wealtheow/Topic Notes/LN Ulm 2025 Examining Digital Humanities.md,missing topic note
LN Usher 2025 Effective Graduates,create_planned,/home/dan/wealtheow/Topic Notes/LN Usher 2025 Effective Graduates.md,missing topic note
LN Usher 2025 End of Participation Growth,create_planned,/home/dan/wealtheow/Topic Notes/LN Usher 2025 End of Participation Growth.md,missing topic note
LN vanHeemstra 2021 En we noemen,create_planned,/home/dan/wealtheow/Topic Notes/LN vanHeemstra 2021 En we noemen.md,missing topic note
LN Vicente and Borges 2025 Diversidade Linguística,create_planned,/home/dan/wealtheow/Topic Notes/LN Vicente and Borges 2025 Diversidade Linguística.md,missing topic note
LN Voltaire 1759 Candide ou l Optimisme,create_planned,/home/dan/wealtheow/Topic Notes/LN Voltaire 1759 Candide ou l Optimisme.md,missing topic note
LN Voltaire 1993 Candide A Dual Language,create_planned,/home/dan/wealtheow/Topic Notes/LN Voltaire 1993 Candide A Dual Language.md,missing topic note
LN Wainwright 2025 Thrilling Tokyo Capsule,create_planned,/home/dan/wealtheow/Topic Notes/LN Wainwright 2025 Thrilling Tokyo Capsule.md,missing topic note
LN Washington 1796 Farewell Address,create_planned,/home/dan/wealtheow/Topic Notes/LN Washington 1796 Farewell Address.md,missing topic note
LN Wei Zhu 1995 Effects of training for peer response on students' comments and interaction,create_planned,/home/dan/wealtheow/Topic Notes/LN Wei Zhu 1995 Effects of training for peer response on students' comments and interaction.md,missing topic note
LN Wellbery 2025 A Lone Inquirer Goethe,create_planned,/home/dan/wealtheow/Topic Notes/LN Wellbery 2025 A Lone Inquirer Goethe.md,missing topic note
LN Whitehead 2019 The Nickel Boys,create_planned,/home/dan/wealtheow/Topic Notes/LN Whitehead 2019 The Nickel Boys.md,missing topic note
LN Whitehead 2019 The Nickel Boys A,create_planned,/home/dan/wealtheow/Topic Notes/LN Whitehead 2019 The Nickel Boys A.md,missing topic note
LN Why do the SAS name their collaborative discussions where every rank has their say as Chinese parliament,create_planned,/home/dan/wealtheow/Topic Notes/LN Why do the SAS name their collaborative discussions where every rank has their say as Chinese parliament.md,missing topic note
LN Wikipedia 2023 Conflict Casualties,create_planned,/home/dan/wealtheow/Topic Notes/LN Wikipedia 2023 Conflict Casualties.md,missing topic note
LN Wikipedia 2024 Israeli Invasion,create_planned,/home/dan/wealtheow/Topic Notes/LN Wikipedia 2024 Israeli Invasion.md,missing topic note
LN Wikipedia Contributors 2025 Betteridge S Law Of,create_planned,/home/dan/wealtheow/Topic Notes/LN Wikipedia Contributors 2025 Betteridge S Law Of.md,missing topic note
LN Wikipedia Contributors 2025 Fermat's last theorem,create_planned,/home/dan/wealtheow/Topic Notes/LN Wikipedia Contributors 2025 Fermat's last theorem.md,missing topic note
LN Williams 2025 Untrad Wives Women S,create_planned,/home/dan/wealtheow/Topic Notes/LN Williams 2025 Untrad Wives Women S.md,missing topic note
LN Wilson-Smith 2025 Business Brief Why The,create_planned,/home/dan/wealtheow/Topic Notes/LN Wilson-Smith 2025 Business Brief Why The.md,missing topic note
LN Winant 2018 What We Do The,create_planned,/home/dan/wealtheow/Topic Notes/LN Winant 2018 What We Do The.md,missing topic note
LN Wrangham 2018 Two types aggression (human evolution),create_planned,/home/dan/wealtheow/Topic Notes/LN Wrangham 2018 Two types aggression (human evolution).md,missing topic note
LN Wrangham 2019 The Goodness Paradox,create_planned,/home/dan/wealtheow/Topic Notes/LN Wrangham 2019 The Goodness Paradox.md,missing topic note
"LN Wynn-Williams 2025 Careless people A cautionary tale of power, greed, and lost idealism",create_planned,"/home/dan/wealtheow/Topic Notes/LN Wynn-Williams 2025 Careless people A cautionary tale of power, greed, and lost idealism.md",missing topic note
LN Yeater et al 2025 Breaking The Unicode,create_planned,/home/dan/wealtheow/Topic Notes/LN Yeater et al 2025 Breaking The Unicode.md,missing topic note
LN Yeater et al 2025 Breaking The Unicode Barrier,create_planned,/home/dan/wealtheow/Topic Notes/LN Yeater et al 2025 Breaking The Unicode Barrier.md,missing topic note
LN Zenteno 2020 Understanding The South S,create_planned,/home/dan/wealtheow/Topic Notes/LN Zenteno 2020 Understanding The South S.md,missing topic note
LNL Hemington 2018 Oxytocin Affects Social,exists,/home/dan/wealtheow/Topic Notes/LNL Hemington 2018 Oxytocin Affects Social.md,topic note already exists
LNL Wikipedia Contributors 2024 Transport house,exists,/home/dan/wealtheow/Topic Notes/LNL Wikipedia Contributors 2024 Transport house.md,topic note already exists
Local AI Models,create_planned,/home/dan/wealtheow/Topic Notes/Local AI Models.md,missing topic note
local governance,create_planned,/home/dan/wealtheow/Topic Notes/local governance.md,missing topic note
Local government,create_planned,/home/dan/wealtheow/Topic Notes/Local government.md,missing topic note
logistics and workers’ leverage,create_planned,/home/dan/wealtheow/Topic Notes/logistics and workers’ leverage.md,missing topic note
logistique,create_planned,/home/dan/wealtheow/Topic Notes/logistique.md,missing topic note
Loneliness,create_planned,/home/dan/wealtheow/Topic Notes/Loneliness.md,missing topic note
longitudinal,create_planned,/home/dan/wealtheow/Topic Notes/longitudinal.md,missing topic note
longitudinal studies,create_planned,/home/dan/wealtheow/Topic Notes/longitudinal studies.md,missing topic note
Lop Nur,create_planned,/home/dan/wealtheow/Topic Notes/Lop Nur.md,missing topic note
Lorenzo Valla,create_planned,/home/dan/wealtheow/Topic Notes/Lorenzo Valla.md,missing topic note
Lori Morinville,exists,/home/dan/wealtheow/Topic Notes/Lori Morinville.md,topic note already exists
Los Alamos,create_planned,/home/dan/wealtheow/Topic Notes/Los Alamos.md,missing topic note
Los Angeles,create_planned,/home/dan/wealtheow/Topic Notes/Los Angeles.md,missing topic note
loss of authority,exists,/home/dan/wealtheow/Topic Notes/loss of authority.md,topic note already exists
Lost,create_planned,/home/dan/wealtheow/Topic Notes/Lost.md,missing topic note
Louis J. Turcotte,exists,/home/dan/wealtheow/Topic Notes/Louis J. Turcotte.md,topic note already exists
Louis Menand,create_planned,/home/dan/wealtheow/Topic Notes/Louis Menand.md,missing topic note
Louis Mosley,exists,/home/dan/wealtheow/Topic Notes/Louis Mosley.md,topic note already exists
Louise Glück,create_planned,/home/dan/wealtheow/Topic Notes/Louise Glück.md,missing topic note
Louisiana State University,create_planned,/home/dan/wealtheow/Topic Notes/Louisiana State University.md,missing topic note
Louisiana v. Callais,create_planned,/home/dan/wealtheow/Topic Notes/Louisiana v. Callais.md,missing topic note
low-dose radiation,create_planned,/home/dan/wealtheow/Topic Notes/low-dose radiation.md,missing topic note
low-performing students,create_planned,/home/dan/wealtheow/Topic Notes/low-performing students.md,missing topic note
low-resource AI,create_planned,/home/dan/wealtheow/Topic Notes/low-resource AI.md,missing topic note
Lower Courts,create_planned,/home/dan/wealtheow/Topic Notes/Lower Courts.md,missing topic note
LP-33,create_planned,/home/dan/wealtheow/Topic Notes/LP-33.md,missing topic note
Lucy Boynton,create_planned,/home/dan/wealtheow/Topic Notes/Lucy Boynton.md,missing topic note
Luddite Movements,create_planned,/home/dan/wealtheow/Topic Notes/Luddite Movements.md,missing topic note
Lufthansa Flight 181,create_planned,/home/dan/wealtheow/Topic Notes/Lufthansa Flight 181.md,missing topic note
Luke Chang,create_planned,/home/dan/wealtheow/Topic Notes/Luke Chang.md,missing topic note
Luxury,exists,/home/dan/wealtheow/Topic Notes/Luxury.md,topic note already exists
LV2 Plugins,create_planned,/home/dan/wealtheow/Topic Notes/LV2 Plugins.md,missing topic note
Lyric poetry,create_planned,/home/dan/wealtheow/Topic Notes/Lyric poetry.md,missing topic note
lyric poetry,create_planned,/home/dan/wealtheow/Topic Notes/lyric poetry.md,missing topic note
Lyrical Ballads,create_planned,/home/dan/wealtheow/Topic Notes/Lyrical Ballads.md,missing topic note
lyrical-ballads,create_planned,/home/dan/wealtheow/Topic Notes/lyrical-ballads.md,missing topic note
législation,create_planned,/home/dan/wealtheow/Topic Notes/législation.md,missing topic note
M. L. West,create_planned,/home/dan/wealtheow/Topic Notes/M. L. West.md,missing topic note
M. S. Kohli,create_planned,/home/dan/wealtheow/Topic Notes/M. S. Kohli.md,missing topic note
M1 Abrams,create_planned,/home/dan/wealtheow/Topic Notes/M1 Abrams.md,missing topic note
Macbeth,create_planned,/home/dan/wealtheow/Topic Notes/Macbeth.md,missing topic note
Macbeth (Play),create_planned,/home/dan/wealtheow/Topic Notes/Macbeth (Play).md,missing topic note
MacEwan University,create_planned,/home/dan/wealtheow/Topic Notes/MacEwan University.md,missing topic note
machine learning,create_planned,/home/dan/wealtheow/Topic Notes/machine learning.md,missing topic note
Machine Learning,create_planned,/home/dan/wealtheow/Topic Notes/Machine Learning.md,missing topic note
machine translation,create_planned,/home/dan/wealtheow/Topic Notes/machine translation.md,missing topic note
macintosh computers,exists,/home/dan/wealtheow/Topic Notes/macintosh computers.md,topic note already exists
Madeleine Poulin,create_planned,/home/dan/wealtheow/Topic Notes/Madeleine Poulin.md,missing topic note
MAGA,create_planned,/home/dan/wealtheow/Topic Notes/MAGA.md,missing topic note
magic,create_planned,/home/dan/wealtheow/Topic Notes/magic.md,missing topic note
magic philosophy,create_planned,/home/dan/wealtheow/Topic Notes/magic philosophy.md,missing topic note
magic theory,create_planned,/home/dan/wealtheow/Topic Notes/magic theory.md,missing topic note
magical realism,create_planned,/home/dan/wealtheow/Topic Notes/magical realism.md,missing topic note
magician ethics,create_planned,/home/dan/wealtheow/Topic Notes/magician ethics.md,missing topic note
magician practice,create_planned,/home/dan/wealtheow/Topic Notes/magician practice.md,missing topic note
Makram Ayache,create_planned,/home/dan/wealtheow/Topic Notes/Makram Ayache.md,missing topic note
Maladministration,create_planned,/home/dan/wealtheow/Topic Notes/Maladministration.md,missing topic note
Maladministration group,create_planned,/home/dan/wealtheow/Topic Notes/Maladministration group.md,missing topic note
Malaria,create_planned,/home/dan/wealtheow/Topic Notes/Malaria.md,missing topic note
Malaysia,create_planned,/home/dan/wealtheow/Topic Notes/Malaysia.md,missing topic note
male friendship,create_planned,/home/dan/wealtheow/Topic Notes/male friendship.md,missing topic note
Male Underachievement,create_planned,/home/dan/wealtheow/Topic Notes/Male Underachievement.md,missing topic note
Malicious Compliance,create_planned,/home/dan/wealtheow/Topic Notes/Malicious Compliance.md,missing topic note
Mamluk Architecture,create_planned,/home/dan/wealtheow/Topic Notes/Mamluk Architecture.md,missing topic note
Mammalian Evolution,create_planned,/home/dan/wealtheow/Topic Notes/Mammalian Evolution.md,missing topic note
mammalian physiology,create_planned,/home/dan/wealtheow/Topic Notes/mammalian physiology.md,missing topic note
Management,create_planned,/home/dan/wealtheow/Topic Notes/Management.md,missing topic note
management,create_planned,/home/dan/wealtheow/Topic Notes/management.md,missing topic note
Management Techniques,exists,/home/dan/wealtheow/Topic Notes/Management Techniques.md,topic note already exists
managerial class,create_planned,/home/dan/wealtheow/Topic Notes/managerial class.md,missing topic note
Mandarian (Language),create_planned,/home/dan/wealtheow/Topic Notes/Mandarian (Language).md,missing topic note
Manifestly Unlawful Orders,create_planned,/home/dan/wealtheow/Topic Notes/Manifestly Unlawful Orders.md,missing topic note
manifesto,create_planned,/home/dan/wealtheow/Topic Notes/manifesto.md,missing topic note
manipulative speech,create_planned,/home/dan/wealtheow/Topic Notes/manipulative speech.md,missing topic note
Manosphere,exists,/home/dan/wealtheow/Topic Notes/Manosphere.md,topic note already exists
manual forms of labor,exists,/home/dan/wealtheow/Topic Notes/manual forms of labor.md,topic note already exists
Manufacturing,exists,/home/dan/wealtheow/Topic Notes/Manufacturing.md,topic note already exists
Manufacturing (United States),exists,/home/dan/wealtheow/Topic Notes/Manufacturing (United States).md,topic note already exists
Manuscript Metadata,create_planned,/home/dan/wealtheow/Topic Notes/Manuscript Metadata.md,missing topic note
manuscript studies,create_planned,/home/dan/wealtheow/Topic Notes/manuscript studies.md,missing topic note
Manuscripts,create_planned,/home/dan/wealtheow/Topic Notes/Manuscripts.md,missing topic note
map copyright,create_planned,/home/dan/wealtheow/Topic Notes/map copyright.md,missing topic note
map digitisation,create_planned,/home/dan/wealtheow/Topic Notes/map digitisation.md,missing topic note
Marc Schoeder,exists,/home/dan/wealtheow/Topic Notes/Marc Schoeder.md,topic note already exists
Marcyliena Morgan,create_planned,/home/dan/wealtheow/Topic Notes/Marcyliena Morgan.md,missing topic note
